resource_id,primary_secondary,author,year,title,resource_type,resource_ISBN,resource_journal,resource_volume_pages,resource_notes
580,primary,"Lesser, M. P.",2000,Depth-dependent photoacclimatization to solar ultraviolet radiation in the Caribbean coral Montastraea faveolata,paper,10.3354/meps192137,Marine Ecology Progress Series,"192, 137-151",""
581,primary,"Lesser, M. P., Weis, V. M., Patterson, M. R., Jokiel, P. L.",1994,"Effects of morphology and water motion on carbon delivery and productivity in the reef coral, Pocillopora damicornis (Linnaeus): Diffusion barriers, inorganic carbon limitation, and biochemical plasticity",paper,10.1016/0022-0981(94)90034-5,Journal of Experimental Marine Biology and Ecology,"178, 153-179",""
584,primary,"Edmunds, P. J., Davies, P. S.",1989,"An energy budget for Porites porites (Scleractinia), growing in a stressed environment",paper,10.1007/bf00304690,Coral Reefs,"8, 37-43",""
591,primary,"Oliver, J., Chalker, B., Dunlap, W.",1983,"Bathymetric adaptations of reef-building corals at davies reef, great barrier reef, Australia. I. Long-term growth responses of Acropora formosa (Dana 1846)",paper,10.1016/0022-0981(83)90003-5,Journal of Experimental Marine Biology and Ecology,"73, 11-35",""
595,primary,"Tunnicliffe, V.",1983,"Caribbean staghorn coral populations: pre-hurricane Allen conditions in Discovery Bay, Jamaica",paper,"",Bulletin of Marine Science,"33, 132-151",""
596,primary,"Highsmith, R. C., Lueptow, R. L., Schonberg, S. C.",1983,Growth and bioerosion of three massive corals on the Belize barrier reef,"",10.3354/meps013261,Marine Ecology Progress Series,"13, 261-271",""
602,primary,"Dodge, R. E., Brass, G. W.",1984,"Skeletal extension, density and calcification of the reef coral, Montastrea annularis: St. Croix, U,S. Virgin Islands",paper,"",Bulletin of Marine Science,"34, 288-307",""
603,primary,"Carricart-Ganivet, J. P., Beltran-Torres, A. U., Merino, M., Ruiz-Zarate, M. A.",2000,"Skeletal extension, density and calcification rate of the reef building coral Montastraea annularis (Ellis and Solander) in the Mexican Caribbean",paper,"",Bulletin of Marine Science,"66, 215-224",""
619,primary,"Benzoni, F.",2013,"Echinophyllia tarae sp. n. (Cnidaria, Anthozoa, Scleractinia), a new reef coral species from the Gambier Islands, French Polynesia",paper,10.3897/zookeys.318.5351,ZooKeys,"318, 59-79",""
628,primary,"Cairns, S. D.",1979,The deep water scleractinia of the Caribbean Sea and adjacent waters,paper,"",Studies on the fauna of Curacau and other Caribbean Islands,"57, 1-341",""
634,primary,"Pichon, M., Chuang, Y. Y., Chen, C. A.",2012,Pseudosiderastrea formosa sp. nov. (Cnidaria: Anthozoa: Scleractinia) a new coral species endemic to Taiwan,paper,"",Zoological Studies ,"51, 93-98",""
637,primary,"Lin, M. F., Kitahara, M. V., Tachikawa, H., Keshavmurthy, S., Chen, C. A.",2012,"A New Shallow-Water Species, Polycyathus chaishanensis sp. nov. (Scleractinia: Caryophylliidae), from Chaishan, Kaohsiung, Taiwan",paper,"",Zoological Studies,"51, 213-221",http://zoolstud.sinica.edu.tw/Journals/51.2/213.pdf
639,primary,"Bak, R.",1976,The growth of coral colonies and the importance of crustose coralline algae and burrowing sponges in relation with carbonate accumulation,paper,10.1016/0077-7579(76)90009-0,Netherlands Journal of Sea Research,"10, 285-337",""
643,primary,"Lewis, J. B., Axelson, F., Goodbody, I., Page, C., Chislett, G.",1968,Comparative growth rates of some reef corals in the Caribbean,paper,"",Marine Science Center ,"10,1-26","McGill Univ, Montreal "
670,primary,"Wellington, G. M.",1982,An experimental analysis of the effects of light and zooplankton on coral zonation,paper,10.1007/bf00367953,Oecologia,"52, 311-320",""
675,primary,"Dustan, P.",1979,Distribution of zooxanthellae and photosynthetic chloroplast pigments of the reef-building coral Montastrea annularis Ellis and Solander in relation to depth on a west Indian coral reef,paper,"",Bulletin of Marine Science,"29, 79-95",""
692,primary,"Benzoni, F.",2006,"Psammocora albopicta sp nov., a new species of Scleractinian Coral from the Indo-West Pacific (Scleractinia; Siderastreidae)",,"",Zootaxa,49-57,""
693,primary,"Benzoni, F., Stefani, F.",2012,"Porites fontanesii, a new species of hard coral (Scleractinia, Poritidae) from the southern Red Sea, the Gulf of Tadjoura, and the Gulf of Aden, and its phylogenetic relationships within the genus",,"",Zootaxa,56-68,""
694,primary,"Benzoni, F., Arrigoni, R., Waheed, Z., Stefani, F., Hoeksema, B. W.",2014,Phylogenetic relationships and revision of the genus Blastomussa (Cnidaria: Anthozoa: Scleractinia) with description of a new species,,"",Raffles Bulletin of Zoology,"62, 358-378",""
695,primary,"Claereboudt, M. R.",2006,Reef corals and coral reefs of the Gulf of Oman,,"","Historical Association of Oman, Oman","",""
697,primary,"Durham, J. W.",1947,Corals from the Gulf of California and the north Pacific Coast of America,"","",Geological Society of America Memoirs,"20, 1-62",""
698,primary,"Head, S. M.",1983, An undescribed species of Merulina and a new genus and species of siderastreid coral from the Red Sea ,,10.1080/00222938300770281,Journal of Natural History,"17, 419-435",""
699,primary,"Locke, J. M., Weil, E., Coates, K. A.",2007,Newly documented species of Madracis (Scleractinia : Pocilloporidae) from the Caribbean,"",10.2988/0006-324x(2007)120[214:andsom]2.0.co;2,Proceedings of the Biological Society of Washington,"120, 214-226",""
701,primary,"Schmidt Roach, S., Miller, K. J., Andreakis, N.",2013,"<i>Pocillopora aliciae</i>: a new species of scleractinian coral (Scleractinia, Pocilloporidae) from subtropical Eastern Australia",,10.11646/zootaxa.3626.4.11,Zootaxa,"3626, 576",""
702,primary,"Vaughan, T. W.",1907,"Some madreporarian corals from French Somaliland, East Africa, collected by Dr. Charles Gravier",,10.5479/si.00963801.32-1526.249,Proceedings of the United States National Museum,"32, 249-266",""
703,primary,"Vermeij, M. J. A., Diekmann, O. E., Bak, R. P. M.",2003,"New species of scleractinian coral (Cnidaria, anthozoa), Madracis carmabi n. sp from the Caribbean",,"",Bulletin of Marine Science,"73, 679-684",""
704,primary,"Wallace, C. C., Done, B. J., Muir, P. R.",2012,Revision and catalogue of worldwide staghorn corals Acropora and Isopora (Scleractinia: Acroporidae) in the Museum of Tropical Queensland,,"",Memoirs of the Queensland Museum,"57, 1-255",""
705,primary,"Hoeksema, B.",2014,"The “Fungia patella group” (Scleractinia, Fungiidae) revisited with a description of the mini mushroom coral Cycloseris boschmai sp. n.",,10.3897/zookeys.371.6677,ZooKeys,"371, 57-84",
706,primary,"Latypov, Y. Y.",2013,"Favia camranensis sp. n. (Scleractinia: Faviidae), a new coral species from Southern Vietnam",,10.1134/S1063074013030085,Russian Journal of Marine Biology,"39, 223-224",""
708,primary,"Kitano, Y. F., Benzoni, F., Arrigoni, R., Shirayama, Y., Wallace, C. C., Fukami, H.",2014,"A Phylogeny of the Family Poritidae (Cnidaria, Scleractinia) Based on Molecular and Morphological Analyses",,10.1371/journal.pone.0098406,PLoS ONE,"9, e98406",""
709,primary,"Terraneo, T. I., Berumen, M. L., Arrigoni, R., Waheed, Z., Bouwmeester, J., Caragnano, A., Stefani, F., Benzoni, F.",2014,"Pachyseris inattesa sp. n. (Cnidaria, Anthozoa, Scleractinia): a new reef coral species from the Red Sea and its phylogenetic relationships",,10.3897/zookeys.433.8036,ZooKeys,"433, 1-30",""
710,primary,"Schmidt Roach, S., Miller, K. J., Lundgren, P., Andreakis, N.",2014, With eyes wide open: a revision of species within and closely related to the Pocillopora damicornis species complex (Scleractinia; Pocilloporidae) using morphology and genetics ,,10.1111/zoj.12092,Zool J Linn Soc,"170, 1-33",
711,primary,"Arrigoni, R., Berumen, M. L., Terraneo, T. I., Caragnano, A., Bouwmeester, J., Benzoni, F.",2014," Forgotten in the taxonomic literature: resurrection of the scleractinian coral genus Sclerophyllia (Scleractinia, Lobophylliidae) from the Arabian Peninsula and its phylogenetic relationships ","",10.1080/14772000.2014.978915,Systematics and Biodiversity,"13, 140-163",""
721,primary,"Dinesen, Z. D.",1980,A revision of the coral genus Leptoseris (Scleractinia: Fungiina: Agariciidae),paper,"",Memoirs of the Queensland Museum,"20, 181-235",""
725,primary,"Quelch, J. J.",1886,Report of the reef-corals collected by the H.M.S. Challenger during the years 1873–1976,paper_without_doi,"","Report on the Scientific Results of the Voyage of HMS Challenger (1873-76), Zoology","16, 1-203",""
726,primary,"Sheppard, C. R. C.",1987,Coral species of the Indian Ocean and adjacent seas: a synonymized compilation and some regional distributional patterns,paper_without_doi,10.5479/si.00775630.307.1,Atoll Research Bulletin,"307, 1-32",""
727,primary,"Hoeksema, B. W.",2009,"Attached mushroom corals (Scleractinia: Fungiidae) in sediment-stressed reef conditions at Singapore, including a new species and a new record",paper_without_doi,"",Raffles Bulletin of Zoology,"S22, 81-90",""
728,primary,"Kitahara, M. V., Cairns, S. D., Miller, D. J.",2010," Monophyletic origin of Caryophyllia (Scleractinia, Caryophylliidae), with descriptions of six new species ","",10.1080/14772000903571088,Systematics and Biodiversity,"8, 91-118",""
729,primary,"Kitahara, M. V., Cairns, S. D.",2009," A revision of the genus Deltocyathus Milne Edwards & Haime, 1848 (Scleractinia, Caryophylliidae) from New Caledonia, with the description of a new species ","",10.5252/z2009n2a2,Zoosystema,"31, 233-248",""
733,primary,"Glynn, P. W.",1977,Coral growth in upwelling and non-upwelling areas off Pacific coast of Panama,"","",Journal of Marine Research,"35, 567-585",""
742,primary,"Dodge, RE",1978,The natural growth records of reef building corals,"","","Doctoral dissertation, Yale University, New Haven, Conn, p 237","",""
744,primary,"Manzello, D. P., Enochs, I. C., Kolodziej, G., Carlton, R.",2015,Coral growth patterns of Montastraea cavernosa and Porites astreoides in the Florida Keys: The importance of thermal stress and inimical waters,"",10.1016/j.jembe.2015.06.010,Journal of Experimental Marine Biology and Ecology,"471, 198-207",""
763,primary,"Chansang, H., Phongusuwan, N., Boonyanate, P.",1992,"Growth of corals under the effect of sedimentation along the northwest coast of Phuket, Thailand",conference_proceedings,"",Proceedings of the Seventh International Coral Reef Symposium,"1, 241–248",""
766,primary,"Bosscher, H. & Meesters, E.H.",1993,Depth related changes in the growth rate of Montastrea annularis,conference_proceedings,"",Proceedings of the Seventh International Coral Reef Symposium,"1, 507–512",""
768,primary,"Charuchinda M., Chansang H.",1985,Skeleton extension and banding formation of Porites lutea of fringing reefs along the south and west coasts of Phuket Island (Thailand),conference_proceedings,"",Proceedings of the Fifth International Coral Reef Symposium,"6, 83–87",""
769,primary,"Crossland, C.J.",1981,"Seasonal growth of Acropora cf. formosa and Pocillopora damicornis on a high latitude reef (Houtman Abrolhos, Western Australia)",conference_proceedings,"",Proceedings of the Fourth International Coral Reef Symposium," 1, 663–667",""
770,primary,"Eakin, C.M., Feingold, J.S., Glynn, P.W.",1994,Oil refinery impacts on coral reef communities in Arub,conference_proceedings,"","Proceedings of the Colloquium on Global Aspects of Coral Reefs, Health, Hazards and History, R.N. Ginsburg (ed.). Miami, Florida: Rosenstiel School of Marine and Atmospheric Science, University of Miami",139–145,""
771,primary,"Hudson, J.H., Hanson, K.J., Halley, R.B. , Kindinger, J.L.",1994,"Environmental implications of growth rate changes in Montastrea annularis: Biscayne National Park, Florida",paper,"",Bulletin of Marine Science,"54, 647–669",""
772,primary,"Jinendradasa S.S. , Ekaratne S.U.K.",2000,Linear extension of Acropora formosa (Dana) at selected reef locations in Sri Lanka,conference_proceedings,"",Proceedings of the Ninth International Coral Reef Symposium,"1, 537–540",""
773,primary,"Jokiel P.L. , Tyler W.A.",1992,Distribution of stony corals in Johnston Atoll lagoon,conference_proceedings,"",Proceedings of the Seventh International Coral Reef Symposium,"2, 683–692",""
774,primary,"Kotb, M.M.A.",2001,"Growth rates of three reef-building coral species in the northern Red Sea, Egypt",paper,"",Egyptian Journal of Aquatic Biology and Fisheries,"5, 165–185",""
775,primary,"Manton, S.M.",1932,On the growth of the adult colony of Pocillopora bulbosa,book_chapter,"",Great Barrier Reef Expedition (1928–1929) Scientific Reports,"3, 157–166",""
776,primary,"Maragos, J.E.",1972,A study of the ecology of Hawaiian reef corals,thesis,"","PhD thesis, University of Hawaii, Honolulu, USA","",""
777,primary,"Mayor, A.G.",1924,Growth rate of Samoan corals,paper,"",Papers from the Department of Marine Biology of the Carnegie Institute of Washington,10.1073/pnas.4.12.390,""
778,primary,"Mortensen, P. B., Rapp, H. T., Båmstedt, U.",1998,"Oxygen and carbon isotope ratios related to growth line patterns in skeletons of Lophelia pertusa (L.) (Anthozoa, Scleractinia): implications for determination of linear extension rate",paper_without_doi,"",Sarsia,"83, 433–446",""
779,primary,"Oliver, J.K.",1985,Recurrent seasonal bleaching and mortality of corals on the Great Barrier Reef,conference_proceedings,"",Proceedings of the Fifth International Coral Reef Symposium,"4, 201–206",""
780,primary,"Shinn, E. A.",1966,Coral growth: an environmental indicator,paper_without_doi,"",Journal of Paleontology,40(2):233-240,""
781,primary,"Simpson, C. J.",1988,"Ecology of scleractinian corals in the Dampier Archipelago, Western Australia",book,"","Technical Series No. 23. Perth, Australia: Environmental Protection Authority","",""
782,primary,"Stimson, J.",1996,"Wave-like outward growth of some table- and plate-forming corals, and a hypothetical mechanism",paper_without_doi,"",Bulletin of Marine Science,"58, 301–313",""
783,primary,"Tamura, T., Hada, Y.",1932,Growth rate of reef-building corals inhabiting in the South Sea Islands,paper_without_doi,"",Sci Rep Tohoku Imp Univ (Ser 4),7:433- 455,""
786,primary,"Vaughan, T. W.",1915,Growth rate of the Floridian and Bahaman shoal-water corals,book_chapter,"",Year book - Carnegie Institution of Washington," 14, 221-231",""
791,primary,Hudson J. H.,1985,"Long-term growth rates of Porites lutea before and after nuclear testing: Enewetak Atoll, Marshall Islands",conference_proceedings,"",Proceedings of the 5th International Coral Reef Symposium,"6, 179-185",""
793,primary,"Al Hammady, Montaser Aly Mahmoud, ",2013,The effect of zooxanthellae availability on the rates of skeletal growth in the Red Sea coral Acropora hemprichii,,10.1016/j.ejar.2013.10.005,The Egyptian Journal of Aquatic Research,"39, 177-183",
794,primary,"Al Rousan, S, Al Moghrabi, S, Pätzold, J, Wefer, G, ",2002,"Environmental and biological effects on the stable oxygen isotope records of corals in the northern Gulf of Aqaba, Red Sea",,10.3354/meps239301,Marine Ecology Progress Series,"239, 301-310",
795,primary,"Alibert, Chantal, Mc Culloch, Malcolm T., ",1997, Strontium/calcium ratios in modern porites corals From the Great Barrier Reef as a proxy for sea surface temperature: Calibration of the thermometer and monitoring of ENSO ,,10.1029/97PA00318,Paleoceanography,"12, 345-363",
796,primary,"Baker, Paul A., Weber, Jon N., ",1975,Coral growth rate: Variation with depth,,10.1016/0031-9201(75)90031-X,Physics of the Earth and Planetary Interiors,"10, 135-139",
797,primary,"Ghiold, Joe, Enos, Paul, ",1982,Carbonate production of the coral Diploria labyrinthiformis in south Florida patch reefs,,10.1016/0025-3227(82)90115-3,Marine Geology,"45, 281-296",
798,primary,"Helmle, Kevin P., Dodge, Richard E., ",2011,Sclerochronology,,10.1007/978-90-481-2639-2_22,Encyclopedia of Modern Coral Reefs,", 958-966",
799,primary,"Horta-Puga, G., Carriquiry, J. D.",2014,The Last Two Centuries of Lead Pollution in the Southern Gulf of Mexico Recorded in the Annual Bands of the Scleractinian Coral Orbicella faveolata,,10.1007/s00128-014-1222-9,Bull Environ Contam Toxicol,"92, 567-573",
800,primary,"Lough, J.M., Barnes, D.J., ",1990,Intra-annual timing of density band formation of Porites coral from the central Great Barrier Reef,,10.1016/0022-0981(90)90197-K,Journal of Experimental Marine Biology and Ecology,"135, 35-57",
801,primary,"Meyer, Judy L., Schultz, Eric T., ",1985,Tissue condition and growth rate of corals associated with schooling fish,,10.4319/lo.1985.30.1.0157,Limnol. Oceangr.,"30, 157-166",
802,primary,"Morgan, K.M., Kench, P.S., ",2012,Skeletal extension and calcification of reef-building corals in the central Indian Ocean,,10.1016/j.marenvres.2012.08.001,Marine Environmental Research,"81, 78-82",
804,primary,"Kikuchi, R. K., Oliveira, M. D., Leão, Z. M.",2013,Density banding pattern of the south western Atlantic coral Mussismilia braziliensis,,10.1016/j.jembe.2013.09.019,Journal of Experimental Marine Biology and Ecology,"449, 207-214",
805,primary,"Dennison, William C., Barnes, David J., ",1988,Effect of water motion on coral photosynthesis and calcification,,10.1016/0022-0981(88)90190-6,Journal of Experimental Marine Biology and Ecology,"115, 67-77",
806,primary,"Harriott, V. J., ",1998,"Growth of the staghorn coral Acropora formosa at Houtman Abrolhos, Western Australia",,10.1007/s002270050397,Marine Biology,"132, 319-325",
807,primary,"Dizon, Rm, Yap, Ht, ",2005,Coral responses in single- and mixed-species plots to nutrient disturbance,,10.3354/meps296165,Marine Ecology Progress Series,"296, 165-172",
808,primary,"Barnes, D.J., Lough, J.M., ",1989,The nature of skeletal density banding in scleractinian corals: fine banding and seasonal patterns,,10.1016/0022-0981(89)90084-1,Journal of Experimental Marine Biology and Ecology,"126, 119-134",
809,primary,"Grigg, R. W., ",1982,Darwin Point: A threshold for atoll formation,,10.1007/BF00286537,Coral Reefs,"1, 29-34",
810,primary,"Crabbe, M. J. C.",2013,Coral Reef Populations in the Caribbean: Is There a Case for Better Protection against Climate Change?,,10.4236/ajcc.2013.22010,AJCC,"02, 97-105",
811,primary,"Grigg, R. W., ",1998,Holocene coral reef accretion in Hawaii: a function of wave exposure and sea level history,,10.1007/s003380050127,Coral Reefs,"17, 263-272",
812,primary,"Goffredo, S., Caroselli, E., Mattioli, G., Pignotti, E., Dubinsky, Z., Zaccantia, F.",2009,Inferred level of calcification decreases along an increasing temperature gradient in a Mediterranean endemic coral,,10.4319/lo.2009.54.3.0930,Limnol. Oceanogr.,"54, 930-937",
813,primary,"Crabbe, M. James C., Wilson, Moyra E. J., Smith, David J., ",2006,"Quaternary corals from reefs in the Wakatobi Marine National Park, SE Sulawesi, Indonesia, show similar growth rates to modern corals from the same area",,10.1002/jqs.1001,J. Quaternary Sci.,"21, 803-809",
814,primary,"Hughes, T. P., Jackson, J. B. C., ",1985,Population Dynamics and Life Histories of Foliaceous Corals,,10.2307/1942555,Ecological Monographs,"55, 141",
815,primary,"Glynn, Peter W., Stewart, Robert H., ",1973,Distribution of coral reefs in the Pearl Islands (Gulf of Panama) in relation to thermal conditions,,10.4319/lo.1973.18.3.0367,Limnol. Oceangr.,"18, 367-379",
816,primary,"Bak, R. P. M., ",1983,"Neoplasia, regeneration and growth in the reef-building coral Acropora palmata",,10.1007/BF00395810,Mar. Biol.,"77, 221-227",
817,primary,"Larcom, E. A., McKean, D. L., Brooks, J. M., Fisher, C. R.",2014,"Growth rates, densities, and distribution of Lophelia pertusa on artificial structures in the Gulf of Mexico",,10.1016/j.dsr.2013.12.005,Deep Sea Research Part I: Oceanographic Research Papers,"85, 101-109",
818,primary,"Fallon, Stewart J, Mc Culloch, Malcolm T, Van Woesik, Robert, Sinclair, Daniel J, ",1999,"Corals at their latitudinal limits: laser ablation trace element systematics in Porites from Shirigai Bay, Japan",,10.1016/S0012-821X(99)00200-9,Earth and Planetary Science Letters,"172, 221-238",
819,primary,"Suzuki, A., Kawahata, H., Tanimoto, Y., Tsukamoto, H., Gupta, L. P., Yukino, I., ",2000,Skeletal isotopic record of a Porites coral during the 1998 mass bleaching event.,,10.2343/geochemj.34.321,Geochem. J.,"34, 321-329",
820,primary,"Cobb, Kim M., Charles, Christopher D., Hunter, David E., ",2001,"A central tropical Pacific coral demonstrates Pacific, Indian, and Atlantic decadal climate connections",,10.1029/2001GL012919,Geophys. Res. Lett.,"28, 2209-2212",
821,primary,"Corrège, Thierry, Gagan, Michael K., Beck, J. Warren, Burr, George S., Cabioch, Guy, Le Cornec, Florence, ",2004,Interdecadal variation in the extent of South Pacific tropical waters during the Younger Dryas event,,10.1038/nature02506,Nature,"428, 927-929",
822,primary,"Grigg, R. W.",2005,"Depth limit for reef building corals in the Au’au Channel, S.E. Hawaii",,10.1007/s00338-005-0073-6,Coral Reefs,"25, 77-84",
823,primary,"Carricart Ganivet, Juan P., Cabanillas Terán, Nancy, Cruz Ortega, Israel, Blanchon, Paul, ",2012,Sensitivity of Calcification to Thermal Stress Varies among Genera of Massive Reef-Building Corals,,10.1371/journal.pone.0032859,PLoS ONE,"7, e32859",
824,primary,"Roberts, L. G., Harriott, V. J., ",2003,"Can environmental records be extracted from coral skeletons from Moreton Bay, Australia, a subtropical, turbid environment?",,10.1007/s00338-003-0337-y,Coral Reefs,"22, 517-522",
825,primary,"P�tzold, J.",1984,"Growth rhythms recorded in stable isotopes and density bands in the reef coral Porites lobata (Cebu, Philippines)",,10.1007/BF00263758,Coral Reefs,"3, 87-90",
826,primary,"Logan, A., Yang, L., Tomascik, T., ",1994,Linear skeletal extension rates in two species of Diploria from high-latitude reefs in Bermuda,,10.1007/BF00303636,Coral Reefs,"13, 225-230",
827,primary,"Seo, I., Lee, Y. I., Watanabe, T., Yamano, H., Shimamura, M., Yoo, C. M., Hyeong, K.",2013, A skeletal Sr/Ca record preserved in Dipsastraea ( Favia ) speciosa and implications for coral Sr/Ca thermometry in mid-latitude regions ,,10.1002/ggge.20195,"Geochemistry, Geophysics, Geosystems","14, 2873-2885",
828,primary,"Tomascik, Tomas, ",1990,"Growth rates of two morphotypes of Montastrea annularis along a eutrophication gradient, Barbados, W.I.",,10.1016/0025-326X(90)90645-O,Marine Pollution Bulletin,"21, 376-381",
829,primary,"Saenger, C., Cohen, A. L., Oppo, D. W., Hubbard, D.",2008, Interpreting sea surface temperature from strontium/calcium ratios in Montastrea corals: Link with growth rate and implications for proxy reconstructions ,,10.1029/2007PA001572,Paleoceanography,"23, n/a-n/a",
830,primary,"Hudson, J. Harold, Robbin, Daniel M., ",1980,"Chapter 17 Effects of Drilling Mud on the Growth Rate of the Reef-Building Coral, Montastrea Annularis",,10.1016/S0422-9894(08)71394-1,Elsevier Oceanography Series,", 455-470",
831,primary,"Flannery, Jennifer A., Poore, Richard Z., ",2013," Sr/Ca Proxy Sea-Surface Temperature Reconstructions from Modern and Holocene Montastraea faveolata Specimens from the Dry Tortugas National Park, Florida, U.S.A. ",,10.2112/SI63-003.1,Journal of Coastal Research,"63, 20-31",
832,primary,"Carilli, Jessica E., Norris, Richard D., Black, Bryan, Walsh, Sheila M., Mc Field, Melanie, ",2010,Century-scale records of coral growth rates indicate that local stressors reduce coral thermal tolerance threshold,,10.1111/j.1365-2486.2009.02043.x,Global Change Biology,"16, 1247-1257",
833,primary,"Zhao, M. X., Yu, K. F., Zhang, Q. M., Shi, Q., Roff, G., ",2013,Age structure of massive Porites lutea corals at Luhuitou fringing reef (northern South China Sea) indicates recovery following severe anthropogenic disturbance,,10.1007/s00338-013-1109-y,Coral Reefs,"33, 39-44",
834,primary,"Osborne, M. C., Dunbar, R. B., Mucciarone, D. A., Sanchez-Cabeza, J., Druffel, E.",2013,"Regional calibration of coral-based climate reconstructions from Palau, West Pacific Warm Pool (WPWP)",,10.1016/j.palaeo.2013.06.001,"Palaeogeography, Palaeoclimatology, Palaeoecology","386, 308-320",
835,primary,"Müller, A., Gagan, M. K., Lough, J. M.",2004, Effect of early marine diagenesis on coral reconstructions of surface-ocean 13 C/ 12 C and carbonate saturation state ,,10.1029/2003GB002112,Global Biogeochem. Cycles,"18, n/a-n/a",
836,primary,"Glynn, P. W.",1976,Some Physical and Biological Determinants of Coral Community Structure in the Eastern Pacific,,10.2307/1942565,Ecological Monographs,"46, 431",
837,primary,"Glynn, P. W.",1973,ASPECTS OF THE ECOLOGY OF CORAL REEFS IN THE WESTERN ATLANTIC REGION,,10.1016/B978-0-12-395526-5.50017-1,Biology and Geology of Coral Reefs,", 271-324",
838,primary,"Bruno, John F., Edmunds, Peter J., ",1997,Clonal Variation for Phenotypic Plasticity in the Coral Madracis Mirabilis,,10.2307/2265954,Ecology,"78, 2177",
839,primary,"Kružić, P., Sršen, P., Benković, L.",2012,"The impact of seawater temperature on coral growth parameters of the colonial coral Cladocora caespitosa (Anthozoa, Scleractinia) in the eastern Adriatic Sea",,10.1007/s10347-012-0306-4,Facies,"58, 477-491",
840,primary,"Guzm�n, H. M., Jackson, J. B. C., Weil, E.",1991,Short-term ecological consequences of a major oil spill on Panamanian subtidal reef corals,,10.1007/BF00301900,Coral Reefs,"10, 1-12",
285,secondary,"Franklin, E. C., Stat, M., Pochon, X., Putnam, H. M., Gates, R. D.",2011,"GeoSymbio: a hybrid, cloud-based web application of global geospatial bioinformatics and ecoinformatics for Symbiodinium-host symbioses",paper,10.1111/j.1755-0998.2011.03081.x,Molecular Ecology Resources,"12, 369-373",""
787,secondary,"Pratchett, M. S., Anderson, K. D., Hoogenboom, M. O., Widman, E., Baird, A. H., Pandolfi, J. M., Edmunds, P. J., Lough, J. M.",2015,"Spatial, temporal and taxonomic variation in coral growth - implications for the structure and function of coral reef ecosystems",book_chapter,"",Oceanography and Marine Biology: An Annual Review,"53, 215-295",""
683,secondary,"Edmunds, P. J., Burgess, S. C., Putnam, H. M., Baskett, M. L., Bramanti, L., Fabina, N. S., Han, X., Lesser, M. P., Madin, J. S., Wall, C. B., Yost, D. M., Gates, R. D.",2014,Evaluating the causal basis of ecological success within the scleractinia: an integral projection model approach,paper,10.1007/s00227-014-2547-y,Marine Biology,"161, 2719-2734",""
740,secondary,"Darling, E. S., Alvarez Filip, L., Oliver, T. A., Mc Clanahan, T. R., Côté, I. M.",2012,Evaluating life-history strategies of reef corals from species traits,"",10.1111/j.1461-0248.2012.01861.x,Ecology Letters,"15, 1378-1386",""
